transcript_id	gene_id	gene_symbol	locaus	TSS	TES	length	Nb_samples_over_10%	Nb_samples_over_25%	Nb_samples_over_50%	Nb_samples_over_75%	cytoplasmic.Naive.000.b1	cytoplasmic.Naive.010.b1	cytoplasmic.Naive.015.b1	cytoplasmic.Naive.020.b1	cytoplasmic.Naive.025.b1	cytoplasmic.Naive.030.b1	cytoplasmic.Naive.035.b1	cytoplasmic.Naive.040.b1	cytoplasmic.Naive.050.b1	cytoplasmic.Naive.060.b1	cytoplasmic.Naive.090.b1	cytoplasmic.Naive.120.b1	cytoplasmic.Naive.000.b2	cytoplasmic.Naive.010.b2	cytoplasmic.Naive.015.b2	cytoplasmic.Naive.020.b2	cytoplasmic.Naive.025.b2	cytoplasmic.Naive.030.b2	cytoplasmic.Naive.040.b2	cytoplasmic.Naive.050.b2	cytoplasmic.Naive.060.b2	cytoplasmic.Naive.075.b2	cytoplasmic.Naive.090.b2	cytoplasmic.Naive.120.b2	cytoplasmic.Naive.000.b3	cytoplasmic.Naive.010.b3	cytoplasmic.Naive.015.b3	cytoplasmic.Naive.020.b3	cytoplasmic.Naive.025.b3	cytoplasmic.Naive.030.b3	cytoplasmic.Naive.040.b3	cytoplasmic.Naive.050.b3	cytoplasmic.Naive.060.b3	cytoplasmic.Naive.075.b3	cytoplasmic.Naive.090.b3	cytoplasmic.Naive.120.b3
ENSMUSG00000002699.13	ENSMUST00000146318.1	Lcp2	chr11:34087003-34090753	34087003	34090753	722	0	0	0	0	5.74085e-28	0.246227	0.487389	2.12367e-25	0.451237	0.459286	0.669833	0.420367	0.407767	0.801364	0.245517	0.529185	1.50275e-17	1.32505e-24	0.0799127	0.0568288	8.86197e-18	1.26187e-32	1.53261e-30	2.12931e-23	0.3313	0.2747	0.0815352	0.311347	0.142575	1.76539e-27	0.636957	0.115536	0.0862812	0.359278	0.542024	0.519044	0.5771	1.00599	0.398498	0.827617
Total_FPKM							36	36	36	36	30.092280000000002	26.410456999999997	26.375959	28.636765999999998	31.464706999999997	30.176266	35.571782999999996	41.49260699999999	63.627747	77.510164	132.850597	121.155635	23.128647	23.236292	26.5558147	27.485139800000002	24.95203	32.46907	35.275092	40.57887	71.92732	104.84523999999999	93.7417052	146.53875700000003	23.277185	25.118097	23.159076999999996	23.643625999999998	22.1762812	28.283528	32.629723999999996	48.34741399999999	55.400079999999996	72.47355999999999	84.252018	112.64454700000002
Main Isoform FPKM											28.3196	23.6166	22.9284	28.1726	29.9502	26.5275	31.544	35.7191	57.2258	66.1559	127.487	115.95	22.5776	22.9068	25.7504	26.5292	23.7269	31.9466	35.0591	37.6867	68.9217	101.801	91.5791	144.77	21.6254	24.9452	21.3467	21.9525	20.4578	24.4951	29.3815	43.97	52.0791	68.4374	81.212	108.061
2nd Main Isoform FPKM											1.77268	2.54763	2.96017	0.464166	1.06327	3.18948	3.35795	5.35314	5.99418	10.5529	5.11808	4.67645	0.551047	0.329492	0.725502	0.899111	1.22513	0.52247	0.215992	2.89217	2.67432	1.58649	2.08107	1.45741	1.50921	0.172897	1.17542	1.57559	1.6322	1.84309	2.7062	1.98535	2.74388	3.03017	2.64152	3.75593
Main Isoform/Total											0.9410918680804512	0.8942139850135876	0.8692916151408939	0.9837912563171415	0.9518664832950773	0.8790849073241865	0.8867702808149933	0.8608545613921055	0.8993843519243263	0.8535125793308862	0.9596268506042167	0.9570334883722081	0.9761746979838466	0.9858199406342458	0.9696708721197697	0.965219758496553	0.9509005880483472	0.9839086860202647	0.993876925962376	0.9287271922554768	0.9582130962199065	0.9709644424486988	0.97693017003066	0.987929766594103	0.929038455466157	0.9931166361846601	0.9217422611445181	0.9284743380731874	0.9225081435204745	0.8660553237912895	0.9004519927903774	0.9094591905163739	0.9400545991991347	0.9443085174786502	0.9639175645620737	0.9593096415044395
2nd Main Isoform / Main											0.06259551688583172	0.10787454587027769	0.12910495280961604	0.016475795631216147	0.035501265433953696	0.12023296579021771	0.10645289119959422	0.1498677178316363	0.10474611101985468	0.1595156289915185	0.04014589722873705	0.04033160845191893	0.024406801431507332	0.014384025704157718	0.028174397290915868	0.03389137252536827	0.051634642536530266	0.016354479036892813	0.00616079705411719	0.07674245821470174	0.03880229303688098	0.015584228052769619	0.02272428971239071	0.010067071907163086	0.06978876691298196	0.006931072911822715	0.05506331189364164	0.07177269103746726	0.07978374996333917	0.07524321190768765	0.09210557663836087	0.04515237662042301	0.05268677838134684	0.04427652131729143	0.032526227651086044	0.034757498079788264

ENSMUSG00000034394.14	ENSMUST00000066283.11	Lif	chr11:4257556-4272514	4257556	4272514	4026	12	9	2	0	1.05398e-05	0	0	0.0465013	0.0330752	1.40199e-05	5.62243e-06	0.163454	0.648987	0.932326	1.82686	0.187971	3.40906e-06	4.01564e-06	5.03142e-06	3.34718e-06	0.0525134	0.052326	5.24808e-06	0.753234	2.09491	6.343	2.35721	0.432483	3.77786e-06	0	0.0585557	6.77957e-06	5.43381e-06	6.04074e-06	0.0734772	0.301598	0.804385	4.75502	3.80067	0.338308
ENSMUSG00000034394.14	ENSMUST00000154927.1	Lif	chr11:4266795-4268249	4266795	4268249	390	8	1	0	0	0.29853	0	0	0	0	0	0	0.200827	0	1.14677	0	0	0	0	0	0	0	0	0	0.334898	0.661359	1.75509	1.40187	0.0742584	0	0	0.165161	0	0	0	0	0.388534	0.236504	2.95331	2.31253	0.12188
ENSMUSG00000034394.14	ENSMUST00000040750.3	Lif	chr11:4267094-4272514	4267094	4272514	3798	12	11	8	0	0.0107461	0	0	5.06951e-06	4.47098e-06	0.0681238	0.089513	0.0690898	0.695184	2.74736	1.59064	0.5887	0.0141056	0.0052994	0.0182975	0.0227848	0.0230107	0.0559254	0.238617	0.33744	4.1971	7.87901	3.14913	0.361655	0.0195691	0	0.0182997	0.00731244	0.0534748	0.0512129	0.15116	0.797529	1.13688	8.43858	6.73189	1.17178
Total_FPKM							12	12	12	12	0.3092866398	0.0	0.0	0.04650636951	0.033079670979999996	0.0681378199	0.08951862243	0.43337079999999994	1.344171	4.826456	3.4175	0.776671	0.01410900906	0.00530341564	0.01830253142	0.02278814718	0.0755241	0.1082514	0.23862224808	1.4255719999999998	6.953369	15.9771	6.90821	0.8683964	0.01957287786	0.0	0.2420164	0.0073192195699999995	0.05348023381	0.051218940739999996	0.22463719999999998	1.4876610000000001	2.1777689999999996	16.14691	12.84509	1.631968
Main Isoform FPKM											0.29853	0.0	0.0	0.0465013	0.0330752	0.0681238	0.089513	0.200827	0.695184	2.74736	1.82686	0.5887	0.0141056	0.0052994	0.0182975	0.0227848	0.0525134	0.0559254	0.238617	0.753234	4.1971	7.87901	3.14913	0.432483	0.0195691	0.0	0.165161	0.00731244	0.0534748	0.0512129	0.15116	0.797529	1.13688	8.43858	6.73189	1.17178
2nd Main Isoform FPKM											0.0107461	0.0	0.0	5.06951e-06	4.47098e-06	1.40199e-05	5.62243e-06	0.163454	0.648987	1.14677	1.59064	0.187971	3.40906e-06	4.01564e-06	5.03142e-06	3.34718e-06	0.0230107	0.052326	5.24808e-06	0.33744	2.09491	6.343	2.35721	0.361655	3.77786e-06	0.0	0.0585557	6.77957e-06	5.43381e-06	6.04074e-06	0.0734772	0.388534	0.804385	4.75502	3.80067	0.338308
Main Isoform/Total											0.9652211301239662	nan	nan	0.9998909932111792	0.9998648420656088	0.9997942420227038	0.9999371926215196	0.46340685620720184	0.5171841975462943	0.5692292647027135	0.5345603511338698	0.7579786035528557	0.9997583770776882	0.9992428200479494	0.999725097043434	0.9998531175012361	0.6953197720992372	0.5166251891430503	0.9999780067447934	0.5283731723125875	0.603606683321423	0.49314393726020367	0.4558532528686881	0.4980248651422323	0.9998069849499381	nan	0.6824372232625557	0.9990737304797102	0.9998983959191483	0.9998820604270077	0.6729072477755242	0.5360959250797056	0.5220388388300137	0.5226126856469753	0.5240827429002054	0.7180165297358772
2nd Main Isoform / Main											0.03599671724784778	nan	nan	0.00010901867259625	0.00013517620452786378	0.000205800322354302	6.281132349491135e-05	0.8139045048723528	0.9335470896913622	0.4174079843922893	0.8706961671939831	0.31929845422116526	0.00024168131805807623	0.0007577537079669397	0.00027497854898210136	0.00014690407640181175	0.43818720555134494	0.9356392623029964	2.1993738920529552e-05	0.44798827456009693	0.4991327345071597	0.8050503806950365	0.7485273710516872	0.8362294009244294	0.0001930523120634061	nan	0.3545370880534751	0.0009271282909671738	0.00010161440528996835	0.00011795348437600682	0.48608891241069074	0.48717225329737224	0.7075372950531279	0.5634857997435587	0.56457696129913	0.28871289832562425

ENSMUSG00000021997.4	ENSMUST00000022574.4	Lrrc63	chr14:75084302-75130881	75130881	75084302	2517	11	11	11	11	0.0157622	0	0.0326188	0.0438814	0.0642706	0.166088	0.142229	0.2373	1.24276	1.72316	2.65932	2.30655	0	0.0152145	0.0519676	0.0107351	0.0237579	0.0484552	0.238166	0.467146	2.24103	2.90215	2.34154	3.33971	0.0208257	0.019586	0	0	0.055027	0.0694179	0.254946	0.68385	0.750961	1.62842	1.48267	2.23309
Total_FPKM							11	11	11	11	0.0157622	0.0	0.0326188	0.0438814	0.0642706	0.166088	0.142229	0.2373	1.24276	1.72316	2.65932	2.30655	0.0	0.0152145	0.0519676	0.0107351	0.0237579	0.0484552	0.238166	0.467146	2.24103	2.90215	2.34154	3.33971	0.0208257	0.019586	0.0	0.0	0.055027	0.0694179	0.254946	0.68385	0.750961	1.62842	1.48267	2.23309
Main Isoform FPKM											0.0157622	0.0	0.0326188	0.0438814	0.0642706	0.166088	0.142229	0.2373	1.24276	1.72316	2.65932	2.30655	0.0	0.0152145	0.0519676	0.0107351	0.0237579	0.0484552	0.238166	0.467146	2.24103	2.90215	2.34154	3.33971	0.0208257	0.019586	0.0	0.0	0.055027	0.0694179	0.254946	0.68385	0.750961	1.62842	1.48267	2.23309
Main Isoform/Total											1.0	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	nan	nan	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

ENSMUSG00000071342.5	ENSMUST00000220951.1	Lsmem1	chr12:40175492-40199490	40199490	40175492	2152	0	0	0	0	0	0.0151057	0.0611123	0	0.0265031	0.0407611	0.0440042	0.0128742	0.0384916	0.0521243	0	0.0697229	0.0133231	0.0081584	0	0	0.0739329	0.0882915	0	0.0477423	0.0231811	0.0284332	3.32894e-06	0	0	0	0.0249821	0.0274617	0.117094	0.133233	0.128413	0.0423965	0	0	0.0158555	0
ENSMUSG00000071342.5	ENSMUST00000095760.2	Lsmem1	chr12:40176385-40199315	40199315	40176385	1213	0	0	0	0	0	0	0	0	0	1.32853e-05	0	0	0.00582238	2.58602e-09	0	0.0886101	0	0.00252935	0	0	0	1.63332e-09	0	0	3.22934e-07	5.38392e-07	0.0782159	0	0	0	0	0	0	0	0	0.024457	0	0	0.0326442	0
Total_FPKM							0	0	0	0	0.0	0.0151057	0.0611123	0.0	0.0265031	0.0407743853	0.0440042	0.0128742	0.04431398	0.05212430258602	0.0	0.158333	0.0133231	0.01068775	0.0	0.0	0.0739329	0.08829150163331999	0.0	0.0477423	0.023181422934	0.028433738392	0.07821922894000001	0.0	0.0	0.0	0.0249821	0.0274617	0.117094	0.133233	0.128413	0.0668535	0.0	0.0	0.0484997	0.0
Main Isoform FPKM											0.0	0.0151057	0.0611123	0.0	0.0265031	0.0407611	0.0440042	0.0128742	0.0384916	0.0521243	0.0	0.0886101	0.0133231	0.0081584	0.0	0.0	0.0739329	0.0882915	0.0	0.0477423	0.0231811	0.0284332	0.0782159	0.0	0.0	0.0	0.0249821	0.0274617	0.117094	0.133233	0.128413	0.0423965	0.0	0.0	0.0326442	0.0
2nd Main Isoform FPKM											0.0	0.0	0.0	0.0	0.0	1.32853e-05	0.0	0.0	0.00582238	2.58602e-09	0.0	0.0697229	0.0	0.00252935	0.0	0.0	0.0	1.63332e-09	0.0	0.0	3.22934e-07	5.38392e-07	3.32894e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024457	0.0	0.0	0.0158555	0.0
Main Isoform/Total											nan	1.0	1.0	nan	1.0	0.9996741753455692	1.0	1.0	0.868610763465615	0.9999999503874417	nan	0.5596439150398211	1.0	0.7633412083927862	nan	nan	1.0	0.9999999815008244	nan	1.0	0.999986069276208	0.9999810650294176	0.9999574408998259	nan	nan	nan	1.0	1.0	1.0	1.0	1.0	0.6341702379082621	nan	nan	0.6730804520440332	nan
2nd Main Isoform / Main											nan	0.0	0.0	nan	0.0	0.0003259308507375905	0.0	0.0	0.1512636523293394	4.961256074422103e-08	nan	0.7868504831841969	0.0	0.3100301529711708	nan	nan	0.0	1.8499176024872155e-08	nan	0.0	1.3930917859808205e-05	1.893532912229366e-05	4.256091152821868e-05	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.5768636561980353	nan	nan	0.4857064961003793	nan

ENSMUSG00000029910.14	ENSMUST00000116605.7	Mad2l1	chr6:66535389-66547220	66535389	66547220	7557	1	0	0	0	0.373257	0.354667	0.389739	0.195994	0.281562	0.399219	0.41662	0.349542	0.462565	0.490921	0.612573	0.458285	0.376313	0.340372	0.361451	0.317351	0.323384	0.363412	0.466004	0.658527	0.389226	0.565162	0.509977	0.553944	0.359951	0.501178	0.274688	0.264977	0.373273	0.381521	0.602708	0.517503	0.607893	0.714966	0.997717	0.844081
ENSMUSG00000029910.14	ENSMUST00000125430.1	Mad2l1	chr6:66535424-66541020	66535424	66541020	1680	36	36	6	0	2.60621	1.63666	2.50004	1.42046	2.12334	1.94768	1.6039	3.35289	3.88372	3.82412	5.62256	5.35863	3.01099	2.10724	1.94176	2.33419	1.65576	3.3225	3.33182	3.40818	3.90677	5.83538	5.04372	5.99866	1.76877	3.21538	1.4088	1.91755	2.16943	1.66249	2.66231	3.1641	5.41693	5.9733	7.01151	7.81975
ENSMUSG00000029910.14	ENSMUST00000101343.1	Mad2l1	chr6:66535467-66540991	66535467	66540991	1725	36	36	13	0	2.09849	2.05356	2.42539	2.15248	1.83381	1.4754	2.89662	2.00002	3.52184	3.58716	6.32704	4.11939	2.74534	1.83835	3.0542	2.84941	2.43301	3.12567	2.52637	3.8129	4.12604	4.46703	5.64675	6.41356	2.45315	4.96461	2.2773	2.33803	3.10625	2.66348	2.72681	3.40777	5.33971	5.48046	7.26266	7.15748
ENSMUSG00000029910.14	ENSMUST00000135411.1	Mad2l1	chr6:66535677-66536073	66535677	66536073	229	4	2	0	0	0	0	2.58012e-13	0	0	1.97592	0	0	0.463971	0	0	0	0	2.39637	0	0.930027	0	0	0	0	4.38306e-15	0.486805	0	0.249378	0	0.63887	0	0	0	0	0	1.3172	0	0	1.31082e-20	0.443024
Total_FPKM							36	36	36	36	5.077957	4.044887	5.315169000000258	3.7689340000000002	4.238712	5.798219	4.91714	5.702452	8.332096	7.902201	12.562173000000001	9.936305	6.132643	6.682332	5.357411	6.4309780000000005	4.412153999999999	6.811582	6.324194	7.879607	8.422036000000002	11.354377	11.200447	13.215542000000001	4.581871	9.320038	3.960788	4.520557	5.648953000000001	4.707491	5.991828	8.406573	11.364533	12.168726	15.271887000000001	16.264335
Main Isoform FPKM											2.60621	2.05356	2.50004	2.15248	2.12334	1.97592	2.89662	3.35289	3.88372	3.82412	6.32704	5.35863	3.01099	2.39637	3.0542	2.84941	2.43301	3.3225	3.33182	3.8129	4.12604	5.83538	5.64675	6.41356	2.45315	4.96461	2.2773	2.33803	3.10625	2.66348	2.72681	3.40777	5.41693	5.9733	7.26266	7.81975
2nd Main Isoform FPKM											2.09849	1.63666	2.42539	1.42046	1.83381	1.94768	1.6039	2.00002	3.52184	3.58716	5.62256	4.11939	2.74534	2.10724	1.94176	2.33419	1.65576	3.12567	2.52637	3.40818	3.90677	4.46703	5.04372	5.99866	1.76877	3.21538	1.4088	1.91755	2.16943	1.66249	2.66231	3.1641	5.33971	5.48046	7.01151	7.15748
Main Isoform/Total											0.5132398718618532	0.5076927983402256	0.47035945611510727	0.5711110887057189	0.5009399081607809	0.3407805051861615	0.5890863388067047	0.5879733840810936	0.4661156088456014	0.4839309959339177	0.5036580852691648	0.5392980589867158	0.4909775442659878	0.35861283156838064	0.570088798488673	0.44307568771032957	0.5514336081650822	0.4877721504343631	0.526837095762717	0.48389469170226385	0.48991004075499067	0.513932204294432	0.504153985997166	0.485304348470914	0.535403550209074	0.5326813045182863	0.5749613460755789	0.5171995397912248	0.5498806593009359	0.5657960896791943	0.45508816341190034	0.4053697029693313	0.47665223023242576	0.49087307907171224	0.4755574736769595	0.480791252762563
2nd Main Isoform / Main											0.8051883769918771	0.7969866962737879	0.9701404777523561	0.6599178621868728	0.8636440701913024	0.9857079233977085	0.5537143291146233	0.5965062975522609	0.9068212950470168	0.9380354172986203	0.8886556746914829	0.7687393979431311	0.9117732041620863	0.879346678517925	0.6357671403313471	0.8191836204687988	0.6805397429521457	0.9407584650112867	0.7582552478825386	0.8938550709433765	0.9468570348324301	0.7655079874832488	0.8932075972904769	0.9353089391851015	0.7210199131728594	0.64766013846002	0.6186273218284811	0.8201562854197766	0.6984080482897385	0.6241796446753871	0.9763459867024106	0.9284957611575898	0.9857446930272313	0.9174928431520265	0.9654190062594146	0.915308034144314

ENSMUSG00000042622.13	ENSMUST00000096350.9	Maff	chr15:79347540-79359072	79347540	79359072	1933	29	29	29	28	0.846585	1.08865	1.17441	2.27546	8.0103	22.4762	29.3553	41.7474	75.3915	80.4217	83.9244	52.3704	0.823506	0.986206	0.833447	0.878751	3.90843	9.78095	43.1015	50.6443	87.9092	95.5781	81.3058	42.9033	0.400339	0.768124	0.608794	1.26841	3.18183	9.68199	28.6066	51.3332	62.9755	77.4037	79.4087	49.4843
ENSMUSG00000042622.13	ENSMUST00000163691.1	Maff	chr15:79348060-79359072	79348060	79359072	1905	2	1	0	0	1.27532e-05	1.52024e-05	0.153779	0.133667	0.130171	1.98147e-05	0.178951	7.60884e-06	0.125826	0.0752533	8.4879e-06	1.09996e-05	4.99933e-06	3.02409e-06	1.72208e-05	0.374945	1.31333e-05	0.210249	1.46068e-05	1.94511e-05	4.64645e-06	0.270888	0.320332	0.0798111	0.0988614	3.57482e-06	6.45294e-06	0.105839	1.58314e-05	0.315144	0.286503	0.253755	0.156503	0.103689	0.325456	4.44296e-06
Total_FPKM							29	29	29	29	0.8465977532000001	1.0886652023999999	1.328189	2.409127	8.140471000000002	22.4762198147	29.534251	41.74740760884	75.517326	80.4969533	83.92440848790001	52.3704109996	0.8235109993299999	0.98620902409	0.8334642208	1.253696	3.9084431333	9.991199	43.1015146068	50.6443194511	87.90920464645	95.848988	81.626132	42.9831111	0.4992004	0.76812757482	0.60880045294	1.374249	3.1818458314	9.997134	28.893103	51.586954999999996	63.132003	77.507389	79.734156	49.484304442959996
Main Isoform FPKM											0.846585	1.08865	1.17441	2.27546	8.0103	22.4762	29.3553	41.7474	75.3915	80.4217	83.9244	52.3704	0.823506	0.986206	0.833447	0.878751	3.90843	9.78095	43.1015	50.6443	87.9092	95.5781	81.3058	42.9033	0.400339	0.768124	0.608794	1.26841	3.18183	9.68199	28.6066	51.3332	62.9755	77.4037	79.4087	49.4843
2nd Main Isoform FPKM											1.27532e-05	1.52024e-05	0.153779	0.133667	0.130171	1.98147e-05	0.178951	7.60884e-06	0.125826	0.0752533	8.4879e-06	1.09996e-05	4.99933e-06	3.02409e-06	1.72208e-05	0.374945	1.31333e-05	0.210249	1.46068e-05	1.94511e-05	4.64645e-06	0.270888	0.320332	0.0798111	0.0988614	3.57482e-06	6.45294e-06	0.105839	1.58314e-05	0.315144	0.286503	0.253755	0.156503	0.103689	0.325456	4.44296e-06
Main Isoform/Total											0.9999849359392322	0.9999860357436184	0.8842190381037638	0.9445164161125587	0.984009401912985	0.999999118414922	0.9939408993307465	0.9999998177410183	0.9983338128259467	0.999065141015716	0.9999998988625579	0.999999789965368	0.9999939292492704	0.9999969336216501	0.9999793382852314	0.7009282952167033	0.9999966397617793	0.9789565796857815	0.9999996611070369	0.99999961592731	0.9999999471448978	0.9971738042763686	0.9960756195087133	0.9981431986201669	0.8019604952239622	0.9999953460595385	0.9999894005663615	0.9229841171432542	0.9999950244603797	0.9684765653836389	0.9900840349338733	0.9950810238751251	0.9975210195691082	0.9986622049673225	0.9959182360944536	0.9999999102147631
2nd Main Isoform / Main											1.5064287697041644e-05	1.3964451384742572e-05	0.13094149402678792	0.058742847600045715	0.01625045254235172	8.815858552602309e-07	0.006096037172163119	1.8225901493266648e-07	0.0016689679871073	0.0009357337633996794	1.0113745227847921e-07	2.1003467607656236e-07	6.070787583818455e-06	3.066387752660195e-06	2.066214168387432e-05	0.4266794575482702	3.3602495119523697e-06	0.02149576472633026	3.388930779671241e-07	3.8407283741704397e-07	5.285510504020058e-08	0.0028342057437844024	0.0039398419300960075	0.0018602555048213073	0.24694421477797568	4.653962120699262e-06	1.059954598764114e-05	0.08344226235996247	4.9755643764751726e-06	0.03254950686790628	0.01001527619500395	0.004943292060498859	0.0024851410469150705	0.0013395871256800386	0.004098492986284879	8.978524501710645e-08

ENSMUSG00000032688.7	ENSMUST00000049248.5	Malt1	chr18:65430962-65478823	65430962	65478823	5073	36	36	36	36	4.92532	4.87742	4.89835	4.82481	5.14971	6.30612	6.33359	7.05557	12.3882	18.4018	40.0853	52.3258	5.19763	4.72277	4.6455	4.78904	4.6311	4.9975	6.70507	10.2283	15.3144	23.5113	36.3508	45.0557	4.70372	4.85159	3.99947	3.90086	4.70269	5.0745	8.30886	14.0519	13.7349	29.8897	45.8206	55.8117
Total_FPKM							36	36	36	36	4.92532	4.87742	4.89835	4.82481	5.14971	6.30612	6.33359	7.05557	12.3882	18.4018	40.0853	52.3258	5.19763	4.72277	4.6455	4.78904	4.6311	4.9975	6.70507	10.2283	15.3144	23.5113	36.3508	45.0557	4.70372	4.85159	3.99947	3.90086	4.70269	5.0745	8.30886	14.0519	13.7349	29.8897	45.8206	55.8117
Main Isoform FPKM											4.92532	4.87742	4.89835	4.82481	5.14971	6.30612	6.33359	7.05557	12.3882	18.4018	40.0853	52.3258	5.19763	4.72277	4.6455	4.78904	4.6311	4.9975	6.70507	10.2283	15.3144	23.5113	36.3508	45.0557	4.70372	4.85159	3.99947	3.90086	4.70269	5.0745	8.30886	14.0519	13.7349	29.8897	45.8206	55.8117
Main Isoform/Total											1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

ENSMUSG00000018932.9	ENSMUST00000019076.9	Map2k3	chr11:60932032-60952811	60932032	60952811	2198	36	36	36	36	19.8629	17.3129	17.928	20.2472	18.6973	18.4506	22.5086	23.5757	33.2177	42.0158	65.9899	52.2792	18.7209	18.5686	19.1201	21.2324	18.5986	17.904	22.5743	23.1478	44.2982	53.699	57.5528	63.506	16.354	18.4305	16.1853	18.0133	17.3689	17.127	22.7512	30.8508	40.1881	51.8339	63.7948	56.2328
ENSMUSG00000018932.9	ENSMUST00000137739.1	Map2k3	chr11:60932053-60942116	60932053	60942116	455	0	0	0	0	0.28866	0.402867	0.384012	9.63196e-90	1.52812e-52	2.25678e-83	0.439815	0.3867	5.85254e-53	0.461661	3.30412e-83	0.20284	1.09507e-70	1.68688e-49	2.811e-110	0.175044	1.64783e-54	2.35695e-63	4.37201e-92	1.38209e-106	3.17742e-47	0.141616	3.05093e-63	9.32581e-67	0.117068	3.12646e-96	0.167701	2.80776e-90	0.296594	0.477058	0.420198	1.17004e-40	0.110996	0.30072	1.29136e-53	7.49532e-103
ENSMUSG00000018932.9	ENSMUST00000145828.7	Map2k3	chr11:60932053-60947591	60932053	60947591	1346	0	0	0	0	1.8352e-37	0.0539368	0.206237	0.141121	0.102726	0.142093	0.123033	0.154405	0.300451	0.329141	7.67614e-32	0.16106	2.25722e-39	0.0377851	0.046282	0.0262138	0.072536	0.0830828	0.056394	0.247411	0.222164	0.072672	0.0452153	0.0376198	0.0980219	0.0439247	0.28119	0.0976842	0.713241	0.427861	0.658121	0.913908	0.354494	0.368711	0.162628	0.0311752
ENSMUSG00000018932.9	ENSMUST00000130269.1	Map2k3	chr11:60932065-60952794	60932065	60952794	2096	0	0	0	0	3.03138e-05	1.58423e-05	1.64993e-05	3.46345e-05	2.18497e-05	2.94353e-05	0.277426	0.150533	0.211129	0.273027	1.64919e-05	0.552775	3.10236e-05	0.119231	3.43013e-05	7.50011e-06	1.62912e-05	0.258465	1.22817	0.382662	0.361472	0.275119	1.59469e-05	0.0672423	0.124395	2.75537e-05	2.26604e-05	2.84731e-05	1.65116e-05	0.115031	0.41313	0.183333	0.473522	0.142057	0.335048	2.03704e-05
ENSMUSG00000018932.9	ENSMUST00000126043.1	Map2k3	chr11:60941879-60946771	60941879	60946771	694	0	0	0	0	2.90909e-34	3.47198e-35	2.66811e-26	2.73951e-32	1.11149e-37	4.11225e-43	0.0820108	4.91145e-16	0.113001	7.96935e-25	1.88811e-37	2.67842e-25	0.0916949	8.62792e-21	6.06615e-45	3.37618e-29	3.83561e-59	1.29476e-31	3.54912e-109	1.2812e-63	0.11028	1.18358e-31	4.87655e-45	1.05853e-31	0.0643897	0.0992823	6.4146e-24	2.30231e-42	9.71796e-36	2.67173e-18	0.0546772	1.19013e-25	0.0594193	0.074918	0.11953	0.125926
ENSMUSG00000018932.9	ENSMUST00000137609.1	Map2k3	chr11:60950661-60951821	60950661	60951821	600	0	0	0	0	0	0.148627	0.315179	0	0.0586656	0.67923	0.244771	0.307998	0.12283	0.614156	0.0740873	0.214829	0.0589892	0.17533	0	0.0613138	0	0.101132	0.0647907	0.39934	0.26921	0.221456	0.294672	0.109438	0.19996	0.0569665	0.52352	0.249306	0.553857	0.632206	1.21715	0.942455	0.520852	0.814801	0.740651	0.149723
Total_FPKM							36	36	36	36	20.1515903138	17.9183466423	18.8334444993	20.388355634499998	18.8587134497	19.2719524353	23.675655799999998	24.575336000000004	33.965111	43.693785	66.0640037919	53.410704	18.871615123599998	18.9009461	19.166416301300004	21.49497910011	18.671152291200002	18.3466798	23.9236547	24.177213	45.261326000000004	54.409862999999994	57.8927032469	63.720300099999996	16.957834599999998	18.6307010537	17.1577336604	18.3603186731	18.932608511599998	18.779155999999997	25.5144762	32.890496	41.707383300000004	53.535106999999996	65.15265699999999	56.5396445704
Main Isoform FPKM											19.8629	17.3129	17.928	20.2472	18.6973	18.4506	22.5086	23.5757	33.2177	42.0158	65.9899	52.2792	18.7209	18.5686	19.1201	21.2324	18.5986	17.904	22.5743	23.1478	44.2982	53.699	57.5528	63.506	16.354	18.4305	16.1853	18.0133	17.3689	17.127	22.7512	30.8508	40.1881	51.8339	63.7948	56.2328
2nd Main Isoform FPKM											0.28866	0.402867	0.384012	0.141121	0.102726	0.67923	0.439815	0.3867	0.300451	0.614156	0.0740873	0.552775	0.0916949	0.17533	0.046282	0.175044	0.072536	0.258465	1.22817	0.39934	0.361472	0.275119	0.294672	0.109438	0.19996	0.0992823	0.52352	0.249306	0.713241	0.632206	1.21715	0.942455	0.520852	0.814801	0.740651	0.149723
