# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "8" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "40000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts_final/chromatin.Naive.b1/D40000/all/all_counts.txt" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam" "merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.010.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.015.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.020.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.025.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.030.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.035.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.040.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.050.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.060.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.090.b1.bam	merged_bams_mm10_vM14/chromatin.Naive.b1/chromatin.Naive.120.b1.bam
ENSMUSG00000109181.1	chr8	5117361	5118665	+	1305	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064507.1	chr8	5332995	5333113	-	119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109313.1	chr8	5436984	5440990	-	4007	0	0	4	0	1	0	0	1	2	1	0
ENSMUSG00000109266.1	chr8	5527689	5528542	+	854	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043192.4	chr8	5639580	5641011	+	1432	1	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000093281.1	chr8	5705427	5705495	+	69	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109069.1	chr8	5993981	5994723	-	743	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109518.1	chr8	6034867	6036262	+	1396	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109534.1	chr8	6218668	6222039	+	3372	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088255.1	chr8	6223819	6223962	-	144	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109543.1	chr8	6437744	6438079	+	336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109457.1	chr8	6830814	6830978	-	165	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109463.1	chr8	7001941	7002755	-	815	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108852.1	chr8	7040157	7041218	+	1062	1	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000109538.1	chr8	7132569	7132964	-	396	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108914.1	chr8	7231234	7231499	+	266	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092092.1	chr8	7381015	7428569	+	47555	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000093992.1	chr8	7428222	7428328	-	107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109260.1	chr8	7468669	7580205	-	111537	0	0	1	2	1	0	0	0	0	1	0
ENSMUSG00000098667.1	chr8	7521636	7521834	+	199	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098978.1	chr8	7525256	7525457	+	202	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077378.1	chr8	7638764	7638892	+	129	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099890.2	chr8	7855847	7863406	+	7560	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109316.1	chr8	7985368	7988466	+	3099	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109127.1	chr8	8044577	8484730	-	440154	2	1	1	0	0	1	1	2	1	0	1
ENSMUSG00000109566.1	chr8	8066666	8093355	+	26690	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000109134.1	chr8	8334081	8336213	-	2133	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109056.1	chr8	8335077	8342428	+	7352	0	0	2	1	3	0	0	0	0	0	0
ENSMUSG00000109515.1	chr8	8377090	8391702	+	14613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108913.1	chr8	8454871	8455429	-	559	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108941.1	chr8	8488302	8495535	+	7234	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108932.1	chr8	8576522	8580342	+	3821	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109436.1	chr8	8612264	8615862	+	3599	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001300.16	chr8	8617434	8661242	-	43809	53	85	71	80	75	98	104	127	88	92	94
ENSMUSG00000108912.1	chr8	8629175	8635073	-	5899	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109568.1	chr8	8637966	8639205	-	1240	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109438.1	chr8	8642766	8647012	-	4247	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040467.1	chr8	8661801	8664728	+	2928	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040459.11	chr8	8665075	8690521	-	25447	3389	3876	3596	3173	2810	3267	3391	3902	4171	3950	2820
ENSMUSG00000098917.1	chr8	8690093	8690162	-	70	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109117.1	chr8	8711484	8712614	+	1131	0	0	0	1	1	0	0	1	0	0	1
ENSMUSG00000109190.1	chr8	8716924	8721308	-	4385	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109371.1	chr8	8727111	8853647	+	126537	0	2	3	2	2	2	3	2	1	2	2
ENSMUSG00000109062.1	chr8	8735970	8755337	+	19368	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109346.1	chr8	8920937	8932699	-	11763	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108848.1	chr8	9125412	9132291	-	6880	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109215.1	chr8	9144669	9149050	+	4382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109124.1	chr8	9152600	9157221	-	4622	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109064.1	chr8	9167517	9174793	+	7277	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079157.4	chr8	9205902	9771161	-	565260	5	0	5	3	4	1	0	2	2	3	2
ENSMUSG00000109040.1	chr8	9213097	9217410	-	4314	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109286.1	chr8	9342220	9345126	-	2907	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109385.1	chr8	9370957	9375326	-	4370	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109551.1	chr8	9459092	9461218	+	2127	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064618.1	chr8	9568132	9568249	-	118	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109359.1	chr8	9595109	9596945	-	1837	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109418.1	chr8	9598799	9600653	-	1855	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109529.1	chr8	9603823	9605882	-	2060	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109139.1	chr8	9618153	9620562	-	2410	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109095.1	chr8	9658248	9659449	-	1202	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109162.1	chr8	9685829	9690276	-	4448	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108918.1	chr8	9709171	9711086	-	1916	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105098.1	chr8	9770728	9770880	-	153	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109183.1	chr8	9800194	9811974	+	11781	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067627.2	chr8	9864251	9870315	+	6065	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095279.2	chr8	9875530	9919463	-	43934	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000049717.9	chr8	9969049	9977686	-	8638	84	37	13	16	7	8	8	6	8	27	34
ENSMUSG00000040396.12	chr8	9977707	9992155	+	14449	862	681	410	248	193	257	310	651	694	908	553
ENSMUSG00000031497.9	chr8	10006467	10039072	+	32606	96	146	104	112	81	87	62	78	92	62	32
ENSMUSG00000109054.1	chr8	10016427	10019527	-	3101	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109545.1	chr8	10065054	10119632	+	54579	3	4	4	2	3	2	0	1	1	1	0
ENSMUSG00000039057.11	chr8	10153911	10634742	+	480832	71	100	122	93	184	208	160	172	178	105	71
ENSMUSG00000109258.1	chr8	10675348	10676913	-	1566	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109503.1	chr8	10685351	10687390	+	2040	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109432.1	chr8	10687948	10691706	+	3759	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000109067.1	chr8	10723486	10725161	+	1676	0	1	0	0	1	1	2	0	0	0	0
ENSMUSG00000108997.1	chr8	10732676	10736533	+	3858	1	1	2	2	0	0	0	0	1	0	1
ENSMUSG00000109271.1	chr8	10738890	10770849	+	31960	1	0	2	0	0	0	1	2	0	0	0
ENSMUSG00000096258.2	chr8	10808688	10809128	-	441	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108961.1	chr8	10858750	10866186	-	7437	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000109473.1	chr8	10870422	10882454	-	12033	0	0	0	0	1	0	1	4	1	0	1
ENSMUSG00000108969.1	chr8	10884453	10891591	-	7139	0	2	3	4	6	1	3	1	0	1	1
ENSMUSG00000109291.1	chr8	10898169	10900558	-	2390	3	8	7	10	7	11	8	5	2	0	1
ENSMUSG00000109089.1	chr8	10899922	10903893	+	3972	23	22	24	8	17	7	13	5	5	4	0
ENSMUSG00000038917.4	chr8	10924427	10928696	-	4270	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000109480.1	chr8	10929887	10930097	+	211	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109084.1	chr8	10943326	10947890	-	4565	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000109508.1	chr8	10962957	10970814	-	7858	0	0	1	0	0	0	1	1	0	1	12
ENSMUSG00000038894.7	chr8	10984681	11008458	-	23778	2497	7834	8753	8780	10316	9973	8952	7144	6920	2344	1297
ENSMUSG00000096938.7	chr8	11007850	11054541	+	46692	71	76	87	79	85	70	84	73	78	67	23
ENSMUSG00000108847.1	chr8	11071046	11076881	+	5836	0	1	0	0	0	1	1	1	1	0	0
ENSMUSG00000109151.1	chr8	11116555	11117373	+	819	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000109029.1	chr8	11135641	11149246	-	13606	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085573.1	chr8	11187755	11204503	+	16749	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031502.11	chr8	11198423	11312826	-	114404	1	1	11	1	8	7	4	21	47	47	55
ENSMUSG00000109358.1	chr8	11290558	11291267	-	710	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031503.13	chr8	11312805	11449287	+	136483	2	11	29	28	35	22	18	39	79	109	86
ENSMUSG00000084783.1	chr8	11399186	11417892	-	18707	3	2	7	9	3	3	5	13	2	7	65
ENSMUSG00000031504.6	chr8	11453518	11478710	-	25193	5457	14857	28854	27511	25321	26311	24097	15793	12855	8136	5585
ENSMUSG00000110245.1	chr8	11457471	11459742	-	2272	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096957.1	chr8	11477929	11480241	+	2313	158	298	465	479	569	524	473	181	175	62	61
ENSMUSG00000031505.11	chr8	11497506	11514960	+	17455	1588	1320	1372	904	629	523	454	596	655	915	759
ENSMUSG00000056228.10	chr8	11513977	11550783	-	36807	2378	1621	2043	1468	1394	1025	767	444	486	324	333
ENSMUSG00000045969.8	chr8	11555571	11563251	+	7681	206	169	179	102	92	72	76	106	114	103	146
ENSMUSG00000031508.14	chr8	11611583	11635757	-	24175	2979	2818	2659	2152	1591	1419	1215	721	633	754	594
ENSMUSG00000104958.1	chr8	11635694	11635736	-	43	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109810.1	chr8	11637282	11638324	+	1043	12	12	8	4	4	4	1	0	0	1	2
ENSMUSG00000031509.10	chr8	11654924	11701063	-	46140	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000109623.1	chr8	11674574	11677110	+	2537	0	1	6	1	2	1	1	0	0	0	0
ENSMUSG00000109986.1	chr8	11678808	11682211	+	3404	0	3	6	0	3	0	1	1	0	0	0
ENSMUSG00000109933.1	chr8	11683459	11684243	-	785	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110177.1	chr8	11693042	11694484	-	1443	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093319.2	chr8	11696615	11696858	-	244	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031510.5	chr8	11713264	11722620	+	9357	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110313.1	chr8	11714815	11715239	-	425	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031511.15	chr8	11727721	11835219	+	107499	12470	10233	13019	9896	10853	10104	8195	7735	6718	5094	4521
ENSMUSG00000110394.1	chr8	11738621	11739366	+	746	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086500.1	chr8	11838978	11840400	-	1423	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000031512.15	chr8	11840474	11855761	+	15288	117	217	217	198	173	160	134	90	29	16	75
ENSMUSG00000109772.1	chr8	11874159	11894113	+	19955	5	0	2	5	6	3	2	7	1	0	64
ENSMUSG00000110002.1	chr8	11945465	11948297	-	2833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109995.1	chr8	11948339	12000216	+	51878	0	2	2	0	1	0	0	0	0	0	1
ENSMUSG00000074473.1	chr8	12278819	12280657	+	1839	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101899.1	chr8	12282211	12282612	+	402	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000110412.1	chr8	12315004	12319480	-	4477	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089234.1	chr8	12356153	12356469	+	317	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047935.17	chr8	12385771	12436768	+	50998	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000110160.1	chr8	12390168	12391639	+	1472	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096014.1	chr8	12395295	12400126	+	4832	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092656.1	chr8	12396403	12396488	+	86	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109921.1	chr8	12461419	12466964	-	5546	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109582.1	chr8	12502899	12505341	+	2443	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097421.2	chr8	12554272	12573320	-	19049	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000010435.7	chr8	12573029	12600744	+	27716	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000759.14	chr8	12614277	12672248	-	57972	4195	3568	3781	2849	2397	1886	1655	2079	2532	3012	2852
ENSMUSG00000088641.1	chr8	12666095	12666198	+	104	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000054910.5	chr8	12672186	12679229	+	7044	0	5	2	1	2	0	0	0	0	1	1
ENSMUSG00000074469.6	chr8	12706944	12719127	-	12184	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031441.15	chr8	12757014	12868728	+	111715	5092	4749	6172	5876	8460	10668	11237	18218	20244	37718	35675
ENSMUSG00000084780.7	chr8	12828335	12833865	-	5531	0	0	1	0	0	1	2	1	2	4	11
ENSMUSG00000085465.1	chr8	12860358	12877344	-	16987	1	0	3	1	2	0	0	2	3	5	12
ENSMUSG00000031442.20	chr8	12873806	13020905	+	147100	235	165	243	164	178	87	65	65	47	127	623
ENSMUSG00000079146.2	chr8	12879878	12883726	-	3849	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000086770.1	chr8	12899146	12915758	-	16613	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105030.1	chr8	12947941	12948070	+	130	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082682.1	chr8	12971826	12972029	-	204	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081951.1	chr8	13021941	13022210	+	270	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000031443.7	chr8	13026034	13035809	+	9776	155	177	161	166	165	186	193	222	197	283	176
ENSMUSG00000031444.16	chr8	13037308	13056676	+	19369	77	181	317	415	572	583	635	937	876	1034	522
ENSMUSG00000031445.5	chr8	13060914	13076026	+	15113	1	0	1	1	10	10	8	11	2	4	9
ENSMUSG00000091443.1	chr8	13076077	13082740	+	6664	1	0	3	0	0	2	1	4	0	1	2
ENSMUSG00000038542.14	chr8	13077189	13105459	-	28271	1425	1198	1233	843	584	477	439	642	797	2035	1310
ENSMUSG00000091784.2	chr8	13086509	13087430	+	922	0	0	1	1	0	0	0	0	1	1	0
ENSMUSG00000031446.14	chr8	13105621	13147940	+	42320	6598	6954	7299	6052	4701	3965	3340	3383	4187	6789	4932
ENSMUSG00000098532.1	chr8	13136072	13136132	+	61	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031447.7	chr8	13159161	13175338	+	16178	9272	7619	7523	5246	6536	5803	5614	7727	8452	6986	4780
ENSMUSG00000038515.10	chr8	13172022	13200620	-	28599	131	120	94	77	37	35	36	16	10	8	7
ENSMUSG00000088054.1	chr8	13189031	13189098	-	68	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099338.1	chr8	13200720	13207714	+	6995	5	5	3	4	2	0	1	0	0	4	4
ENSMUSG00000031448.12	chr8	13221663	13254162	-	32500	22	31	25	22	19	23	21	9	3	2	2
ENSMUSG00000038506.13	chr8	13255963	13288131	-	32169	1390	1549	1527	1069	544	474	344	272	255	592	444
ENSMUSG00000107531.1	chr8	13264102	13265187	-	1086	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089026.2	chr8	13283115	13283217	-	103	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107742.1	chr8	13285352	13287466	-	2115	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038497.7	chr8	13288190	13322924	+	34735	1145	1041	1082	787	440	390	318	515	802	2408	2985
ENSMUSG00000038482.11	chr8	13338751	13378448	+	39698	3504	2917	3502	2338	2143	1396	971	973	833	1148	1607
ENSMUSG00000031449.10	chr8	13386205	13396825	-	10621	0	1	1	0	0	0	0	0	0	0	1
ENSMUSG00000110311.1	chr8	13391106	13392198	+	1093	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000031450.8	chr8	13405081	13421951	+	16871	3	6	3	5	2	3	2	1	0	0	2
ENSMUSG00000038457.17	chr8	13435189	13468473	+	33285	35	3	10	5	4	5	4	1	2	1	1
ENSMUSG00000031451.6	chr8	13465374	13494490	-	29117	20675	15554	13517	7931	5444	3660	2675	1543	1432	899	1344
ENSMUSG00000110278.1	chr8	13537678	13547028	-	9351	29	39	68	178	175	202	190	113	62	24	42
ENSMUSG00000031452.15	chr8	13550733	13562461	-	11729	138	215	293	366	288	306	263	121	55	30	35
ENSMUSG00000031453.16	chr8	13566948	13677603	-	110656	22569	22941	28291	24290	19349	16182	12516	5316	4149	1919	3191
ENSMUSG00000090336.4	chr8	13705889	13743414	+	37526	5	4	3	7	4	7	3	2	4	6	1
ENSMUSG00000109617.1	chr8	13745876	13747478	-	1603	2	1	4	1	6	0	2	1	1	1	0
ENSMUSG00000038416.15	chr8	13757676	13781938	+	24263	1868	1304	1176	729	453	363	374	706	913	1495	1218
ENSMUSG00000038398.8	chr8	13785615	13799193	+	13579	516	443	491	326	338	366	369	443	479	339	334
ENSMUSG00000057116.5	chr8	13835233	13838389	-	3157	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047710.8	chr8	13869641	13881639	+	11999	434	292	187	112	85	101	114	188	229	285	185
ENSMUSG00000104767.1	chr8	13876091	13876184	+	94	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065817.1	chr8	13876097	13876226	+	130	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031458.8	chr8	13884794	13890281	-	5488	105	78	79	50	38	26	32	22	26	12	9
ENSMUSG00000068631.8	chr8	13896311	13896629	+	319	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038365.8	chr8	13907803	13940522	+	32720	814	659	472	249	98	57	47	53	90	343	333
ENSMUSG00000050052.12	chr8	13952008	13975032	-	23025	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000110058.1	chr8	13986090	14003561	+	17472	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000051978.9	chr8	14027561	14090301	-	62741	1908	2037	1887	1715	1238	1131	852	945	977	1409	770
ENSMUSG00000109982.1	chr8	14065788	14067818	-	2031	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074461.2	chr8	14090461	14092590	+	2130	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047495.15	chr8	14095865	14847680	+	751816	126	218	157	164	162	183	173	166	112	109	34
ENSMUSG00000085371.1	chr8	14136310	14136916	+	607	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088311.1	chr8	14273181	14273311	-	131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106670.1	chr8	14350178	14350285	+	108	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084945.1	chr8	14745329	14747427	-	2099	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026317.7	chr8	14881335	14901720	+	20386	3240	2363	1873	1177	923	784	824	939	903	377	488
ENSMUSG00000071176.10	chr8	14911663	15001085	+	89423	326	335	463	565	521	471	534	205	194	41	178
ENSMUSG00000090024.1	chr8	14961066	14961586	-	521	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055675.6	chr8	15011025	15033333	+	22309	0	0	2	0	1	0	0	0	0	2	3
ENSMUSG00000098322.1	chr8	15015092	15018907	-	3816	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102615.1	chr8	15024326	15028422	-	4097	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049008.4	chr8	15041444	15046078	-	4635	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109871.1	chr8	15044563	15045648	+	1086	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109965.1	chr8	15046212	15050770	+	4559	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031461.4	chr8	15057653	15133541	+	75889	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000083000.1	chr8	15100329	15101350	-	1022	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110286.1	chr8	15141044	15371982	+	230939	2	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000109886.1	chr8	15182089	15189612	-	7524	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077503.1	chr8	15227405	15227537	-	133	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109748.1	chr8	15375639	15382429	+	6791	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089459.1	chr8	15412324	15412416	+	93	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094608.1	chr8	15413980	15414089	+	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094971.1	chr8	15418536	15418645	+	110	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000110288.1	chr8	15437866	15438160	+	295	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109839.1	chr8	15537582	15538922	+	1341	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110356.1	chr8	15580279	15583962	-	3684	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110392.1	chr8	15581943	15584719	+	2777	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110217.1	chr8	15584723	15670425	+	85703	1	3	3	2	2	0	0	1	1	1	1
ENSMUSG00000110201.1	chr8	15629981	15633409	+	3429	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109757.1	chr8	15877664	15878196	+	533	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060924.15	chr8	15892537	17535586	-	1643050	23	21	72	106	88	49	28	21	37	49	61
ENSMUSG00000093142.1	chr8	16168757	16168838	-	82	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085150.1	chr8	16226003	16232305	+	6303	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087363.1	chr8	16433175	16437040	+	3866	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109616.1	chr8	16547242	16549872	+	2631	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110132.1	chr8	16751319	16752493	+	1175	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087892.1	chr8	16852168	16852287	+	120	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109625.1	chr8	16912706	16916182	-	3477	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088320.1	chr8	18274712	18274821	-	110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110056.1	chr8	18319523	18334338	-	14816	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077675.1	chr8	18512515	18512645	-	131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039842.15	chr8	18595131	18803189	+	208059	7481	9060	8197	8229	6450	7427	6208	4251	2910	1181	844
ENSMUSG00000077287.1	chr8	18613981	18614109	-	129	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087300.1	chr8	18652801	18678056	-	25256	5	2	0	2	2	2	0	0	0	0	1
ENSMUSG00000090334.1	chr8	18656615	18656989	-	375	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031465.6	chr8	18690263	18741562	-	51300	17	10	13	14	16	20	13	5	5	1	2
ENSMUSG00000031467.10	chr8	18846277	18891361	+	45085	1844	2001	1408	1032	599	606	620	975	801	990	455
ENSMUSG00000109784.1	chr8	18862196	18866143	+	3948	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110530.1	chr8	18889210	18902316	-	13107	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110651.1	chr8	18905439	18906533	-	1095	0	0	0	0	0	0	0	0	0	0	0
